nature_juridique,7160,Service déconcentré à compétence nationale d'un ministère (hors Défense)
nature_juridique,7171,Service déconcentré de l'État à compétence (inter) régionale 
nature_juridique,7172,Service déconcentré de l'État à compétence (inter) départementale 
nature_juridique,7179,(Autre) Service déconcentré de l'État à compétence territoriale 
nature_juridique,7190,Ecole nationale non dotée de la personnalité morale 
nature_juridique,7210,Commune et commune nouvelle 
nature_juridique,7220,Département 
nature_juridique,7225,Collectivité et territoire d'Outre Mer
nature_juridique,7229,(Autre) Collectivité territoriale 
nature_juridique,7230,Région 
nature_juridique,7312,Commune associée et commune déléguée 
nature_juridique,7313,Section de commune 
nature_juridique,7314,Ensemble urbain 
nature_juridique,7321,Association syndicale autorisée 
nature_juridique,7322,Association foncière urbaine 
nature_juridique,7323,Association foncière de remembrement 
nature_juridique,7331,Établissement public local d'enseignement 
nature_juridique,7340,Pôle métropolitain
nature_juridique,7341,Secteur de commune 
nature_juridique,7342,District urbain 
nature_juridique,7343,Communauté urbaine 
nature_juridique,7344,Métropole
nature_juridique,7345,Syndicat intercommunal à vocation multiple (SIVOM) 
nature_juridique,7346,Communauté de communes 
nature_juridique,7347,Communauté de villes 
nature_juridique,7348,Communauté d'agglomération 
nature_juridique,7349,Autre établissement public local de coopération non spécialisé ou entente 
nature_juridique,7351,Institution interdépartementale ou entente
nature_juridique,7352,Institution interrégionale ou entente 
nature_juridique,7353,Syndicat intercommunal à vocation unique (SIVU) 
nature_juridique,7354,Syndicat mixte fermé 
nature_juridique,7355,Syndicat mixte ouvert
nature_juridique,7356,Commission syndicale pour la gestion des biens indivis des communes 
nature_juridique,7357,Pôle d'équilibre territorial et rural (PETR)
nature_juridique,7361,Centre communal d'action sociale 
nature_juridique,7362,Caisse des écoles 
nature_juridique,7363,Caisse de crédit municipal 
nature_juridique,7364,Établissement d'hospitalisation 
nature_juridique,7365,Syndicat inter hospitalier 
nature_juridique,7366,Établissement public local social et médico-social 
nature_juridique,7367,Centre Intercommunal d'action sociale (CIAS)
nature_juridique,7371,Office public d'habitation à loyer modéré (OPHLM) 
nature_juridique,7372,Service départemental d'incendie et de secours (SDIS)
nature_juridique,7373,Établissement public local culturel 
nature_juridique,7378,Régie d'une collectivité locale à caractère administratif 
nature_juridique,7379,(Autre) Établissement public administratif local 
nature_juridique,7381,Organisme consulaire 
nature_juridique,7382,Établissement public national ayant fonction d'administration centrale 
nature_juridique,7383,Établissement public national à caractère scientifique culturel et professionnel 
nature_juridique,7384,Autre établissement public national d'enseignement 
nature_juridique,7385,Autre établissement public national administratif à compétence territoriale limitée 
nature_juridique,7389,Établissement public national à caractère administratif 
nature_juridique,7410,Groupement d'intérêt public (GIP) 
nature_juridique,7430,Établissement public des cultes d'Alsace-Lorraine 
nature_juridique,7450,"Etablissement public administratif, cercle et foyer dans les armées "
nature_juridique,7470,Groupement de coopération sanitaire à gestion publique 
nature_juridique,7490,Autre personne morale de droit administratif 
nature_juridique,8110,Régime général de la Sécurité Sociale
nature_juridique,8120,Régime spécial de Sécurité Sociale
nature_juridique,8130,Institution de retraite complémentaire 
nature_juridique,8140,Mutualité sociale agricole 
