Code SINOE EPCI adherant,Nom adherant,Code sinoe SYNDICAT,Nom syndicat
57422,Communauté de Communes de lEst de la Somme,15277,Synd Mixte Trait Ordures Menag Santerre
57687,Communauté de Communes Terre de Picardie,15277,Synd Mixte Trait Ordures Menag Santerre
57691,Communauté de Communes Avre Luce Noye,15277,Synd Mixte Trait Ordures Menag Santerre
54207,Communauté de Communes des 7 Vallées,15994,Syndicat Mixte de Traitement et de Tri
57680,Communauté de Communes du Haut Pays du Montreuillois,15994,Syndicat Mixte de Traitement et de Tri
56051,Communauté de Communes du Pays de Saint-aulaye,16814,Smicval du Libournais Haute Gironde
56217,Communauté de Communes Isle Double Landais,16814,Smicval du Libournais Haute Gironde
56283,Communauté de Communes du Grand Saint Emilionnais,16814,Smicval du Libournais Haute Gironde
56321,Communauté de Communes du Cubzaguais,16814,Smicval du Libournais Haute Gironde
6040,Communauté de Communes du Canton de Blaye,16814,Smicval du Libournais Haute Gironde
6042,Communauté de Communes du Fronsadais,16814,Smicval du Libournais Haute Gironde
6043,Communauté de Communes Latitude Nord Gironde,16814,Smicval du Libournais Haute Gironde
6050,Communauté de Communes de lEstuaire - Canton de St Ciers Sur Gironde,16814,Smicval du Libournais Haute Gironde
57386,Communauté dAgglomération du Pays Basque,17018,Syndicat Bil Ta Garbi
57907,Communauté de Communes du Béarn des Gaves,17018,Syndicat Bil Ta Garbi
53179,Communauté de Communes de Thann Cernay,17898,Syndicat Mixte de Thann - Cernay
57399,Communauté de Communes de la Plaine Dijonnaise,17908,Smictom de la Plaine Dijonnaise
57569,Communauté de Communes Norge et Tille,17908,Smictom de la Plaine Dijonnaise
53413,Communauté de Communes de lArgonne-champenoise,17917,Syndicat Mixte du Sud Est de la Marne
56486,Communauté de Communes de la Moivre À la Coole,17917,Syndicat Mixte du Sud Est de la Marne
56487,Communauté de Communes Perthois-Bocage et Der,17917,Syndicat Mixte du Sud Est de la Marne
57620,Communauté de Communes Côtes de Champagne et Val de Saulx,17917,Syndicat Mixte du Sud Est de la Marne
56363,Communauté de Communes de la Région de Suippes,17918,Syndicat Mixte Geoter
57617,Communauté dAgglomération de Châlons-en-champagne,17918,Syndicat Mixte Geoter
3833,Communauté de Communes Brenne - Val de Creuse,17934,Symctom de la Zone Ouest du Département de lIndre
55959,Communauté de Communes Marche Occitane - Val dAnglin,17934,Symctom de la Zone Ouest du Département de lIndre
1664,Communauté de Communes du Nogentais,17939,Syndicat Departemental dElimination des Dechets de lAube
1986,Communauté de Communes de lOrvin et de lArdusson,17939,Syndicat Departemental dElimination des Dechets de lAube
28593,Communauté de Communes des Portes de Romilly sur Seine,17939,Syndicat Departemental dElimination des Dechets de lAube
57610,Communauté de Communes de Vendeuvre-soulaines,17939,Syndicat Departemental dElimination des Dechets de lAube
57612,Communauté de Communes Seine et Aube,17939,Syndicat Departemental dElimination des Dechets de lAube
57613,Communauté de Communes du Chaourçois et du Val dArmance,17939,Syndicat Departemental dElimination des Dechets de lAube
57614,Communauté de Communes dArcis, Mailly, Ramerupt,17939,Syndicat Departemental dElimination des Dechets de lAube
825,Communauté de Communes de la Région de Bar-sur-aube,17939,Syndicat Departemental dElimination des Dechets de lAube
842,Communauté de Communes du Pays dOthe,17939,Syndicat Departemental dElimination des Dechets de lAube
2142,Communauté de Communes Pays de Forcalquier et Montagne de Lure,20143,Sydevom de Haute Provence
55656,Durance Luberon Verdon Agglomération,20143,Sydevom de Haute Provence
57316,Communauté Provence-alpes Agglomération,20143,Sydevom de Haute Provence
59475,Communauté de Communes Haute Provence Pays de Banon,20143,Sydevom de Haute Provence
59476,Communauté de Communes Jabron Lure Vançon Durance,20143,Sydevom de Haute Provence
59478,Communauté de Communes Vallée de lUbaye Serre Ponçon,20143,Sydevom de Haute Provence
59479,Communauté de Communes Alpes Provence Verdon, Sources de Lumières,20143,Sydevom de Haute Provence
59480,Communauté de Communes Sisteronais-buëch,20143,Sydevom de Haute Provence
24597,Communauté de Communes Bayeux Intercom,21308,Collectea
57819,Communauté de Communes Isigny-omaha Intercom,21308,Collectea
56352,Communauté de Communes du Sud Gironde,21509,Syndicat Intercommunal de Collecte et Traitement des Déchets Ménagers et Assimilés du Sud Gironde
56358,Communauté de Communes du Bazadais,21509,Syndicat Intercommunal de Collecte et Traitement des Déchets Ménagers et Assimilés du Sud Gironde
2112,Communauté de Communes de Montesquieu,23948,Uctom de la Brede - Podensac
57918,Communauté de Communes Convergence Garonne,23948,Uctom de la Brede - Podensac
1029,Cc de lIle dOleron,24030,Syndicat Intercommunautaire du Littoral
255,Communauté dAgglomération Royan Atlantique,24030,Syndicat Intercommunautaire du Littoral
53371,Communauté dAgglomération Rochefort Océan,24030,Syndicat Intercommunautaire du Littoral
837,Cc du Bassin de Marennes,24030,Syndicat Intercommunautaire du Littoral
1584,Communauté de Communes du Pays de Gentiane,27519,Syndicat des Territoires de lEst Cantal
57367,Hautes Terres Communauté,27519,Syndicat des Territoires de lEst Cantal
57489,Saint-flour Communauté,27519,Syndicat des Territoires de lEst Cantal
1515,Communauté dAgglomération Maubeuge Val de Sambre,27619,Syndicat Mixte de lArrondissement dAvesnes
42678,Communauté de Communes du Coeur de lAvesnois,27619,Syndicat Mixte de lArrondissement dAvesnes
52964,Communauté de Communes du Pays de Mormal,27619,Syndicat Mixte de lArrondissement dAvesnes
54005,Communauté de Communes du Sud Avesnois,27619,Syndicat Mixte de lArrondissement dAvesnes
1923,Communauté dAgglomération dHenin-Carvin,27989,Syndicat Mixte dElimination et de Valorisation des Déchets
2597,Communauté dAgglomération du Douaisis,27989,Syndicat Mixte dElimination et de Valorisation des Déchets
52965,Communauté de Communes Osartis Marquion,27989,Syndicat Mixte dElimination et de Valorisation des Déchets
57784,Communauté de Communes Pyrénées Vallées des Gaves,28057,Smtd 65
57788,Communauté de Communes Adour Madiran,28057,Smtd 65
56498,Communauté de Communes Alpes dAzur,30326,Syndicat Mixte dElimination des Déchets 06
56499,Communauté dAgglomération des Pays de Lérins,30326,Syndicat Mixte dElimination des Déchets 06
56500,Communauté dAgglomération du Pays de Grasse,30326,Syndicat Mixte dElimination des Déchets 06
1545,Communauté de Communes du Pays de Lunel,33729,Syndicat Mixte Entre Pic et Etang
1695,Communauté de Communes du Pays de Sommières,33729,Syndicat Mixte Entre Pic et Etang
2285,Communauté de Communes Rhony Vistre Vidourle,33729,Syndicat Mixte Entre Pic et Etang
2511,Communauté de Communes Terre de Camargue,33729,Syndicat Mixte Entre Pic et Etang
36507,Communauté de Communes du Grand Pic Saint Loup,33729,Syndicat Mixte Entre Pic et Etang
981,Communauté dAgglomération du Pays de lOr,33729,Syndicat Mixte Entre Pic et Etang
1596,Communauté de Communes de Costa Verde,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
2178,Communauté de Communes du Fiumorbu-castellu,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
21780,Communauté de Communes du Sartenais Valinco,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
2291,Communauté de Communes Marana Golo,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
2294,Communauté de Communes du Centre Corse,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
34360,Communauté de Communes du Cap Corse,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
3963,Communauté dAgglomération du Pays Ajaccien,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
56226,Communauté de Communes du Sud Corse,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
56356,Communauté de Communes de lOriente,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
57663,Communauté de Communes Spelunca Liamone,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
57664,Communauté de Communes de la Pieve de lOrnano,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
57665,Communauté de Communes de lIle-rousse - Balagne,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
57666,Communauté de Communes Nebbiu - Conca dOru,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
57667,Communauté de Communes Pasquale Paoli,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
57668,Communauté de Communes de la Castagniccia-casinca,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
6709,Communauté d Agglomération de Bastia,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
9309,Communauté de Communes Calvi-balagne,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
9335,Communauté de Communes de lAlta Rocca,34354,Syndicat Mixte pour la Valorisation des Déchets de Corse
47,Chartres Métropole,34891,Syndicat Mixte Départemental dÉtudes
2213,Communauté dAgglomération du Val de Fensch,39066,Syndicat Mixte de Transport et de Traitement des Déchets Ménagers de Lorraine Nord
55962,Communauté dAgglomération Portes de France - Thionville,39066,Syndicat Mixte de Transport et de Traitement des Déchets Ménagers de Lorraine Nord
57633,Communauté de Communes Bouzonvillois-trois Frontières,39066,Syndicat Mixte de Transport et de Traitement des Déchets Ménagers de Lorraine Nord
74,Communauté de Communes de Cattenom et Environs,39066,Syndicat Mixte de Transport et de Traitement des Déchets Ménagers de Lorraine Nord
345,Communauté dAgglomération du Bassin dAurillac,40143,Syndicat Mixte Ouest Cantal Environnement Smoce
57704,Communauté de Communes de la Châtaigneraie Cantalienne,40143,Syndicat Mixte Ouest Cantal Environnement Smoce
633,Communauté de Communes Cere et Goul en Carlades,40143,Syndicat Mixte Ouest Cantal Environnement Smoce
11785,Communauté de Communes les Versants dAime,40163,Smix Savoie Déchets
35,Cc Coeur de Tarentaise,40163,Smix Savoie Déchets
3943,Cc du Lac dAiguebelette,40163,Smix Savoie Déchets
401,Cc de Yenne,40163,Smix Savoie Déchets
55614,Communauté de Communes Val Vanoise,40163,Smix Savoie Déchets
55624,Communauté de Communes Coeur de Chartreuse,40163,Smix Savoie Déchets
55643,Communauté de Communes Coeur de Savoie,40163,Smix Savoie Déchets
5591,Communauté de Communes de Haute-tarentaise,40163,Smix Savoie Déchets
5592,Cc des Vallees dAigueblanche,40163,Smix Savoie Déchets
57630,Communauté dAgglomération Arlysère,40163,Smix Savoie Déchets
57724,Grand Lac Communauté dAgglomération,40163,Smix Savoie Déchets
57725,Grand Chambéry, lAgglomération,40163,Smix Savoie Déchets
1842,Val de Garonne Agglomération,41498,Valorizon
2060,Communauté de Communes Lot et Tolzac,41498,Valorizon
2240,Communauté de Communes des Coteaux et Landes de Gascogne,41498,Valorizon
228,Communauté de Communes du Pays de Duras,41498,Valorizon
43253,Communauté dAgglomération du Grand Villeneuvois,41498,Valorizon
505,Communauté de Communes du Pays de Lauzun,41498,Valorizon
52896,Communauté de Communes Bastides en Haut Agenais Périgord,41498,Valorizon
52916,Communauté de Communes Porte dAquitaine en Pays de Serres,41498,Valorizon
57851,Communauté de Communes Fumel Vallée du Lot,41498,Valorizon
1158,Communauté de Communes du Sud Est du Pays Manceau,43072,Syndicat Mixte du Pays du Mans
1250,Communauté de Communes de lOrée de Berce-belinois,43072,Syndicat Mixte du Pays du Mans
57515,Communauté de Communes Maine Coeur de Sarthe,43072,Syndicat Mixte du Pays du Mans
680,Communauté Urbaine le Mans Métropole,43072,Syndicat Mixte du Pays du Mans
1450,Communauté de Communes de Sable sur Sarthe,43073,Syndicat Mixte du Pays Vallée de la Sarthe
55329,Communauté de Communes Loué-brûlon-noyen,43073,Syndicat Mixte du Pays Vallée de la Sarthe
681,Communauté de Communes du Val de Sarthe,43073,Syndicat Mixte du Pays Vallée de la Sarthe
57601,Communauté de Communes Maine Saosnois,43074,Syndicat Mixte du Pays de la Haute Sarthe
57540,Communauté dAgglomération du Choletais,43414,Valor3e
57541,Communauté dAgglomération Mauges Communauté,43414,Valor3e
57564,Communauté dAgglomération Clisson Sèvre et Maine Agglo,43414,Valor3e
57565,Communauté de Communes Sèvre et Loire,43414,Valor3e
1608,Sivom d Auzances Bellegarde,52368,Syndicat Mixte dÉtude Pour la Gestion des Déchets Ménagers En Creuse
56033,Communauté de Communes Creuse Grand Sud,52368,Syndicat Mixte dÉtude Pour la Gestion des Déchets Ménagers En Creuse
57876,Communauté de Communes Creuse Confluence,52368,Syndicat Mixte dÉtude Pour la Gestion des Déchets Ménagers En Creuse
56384,Communauté de Communes des Pyrénées Audoises,52670,Collecte et Valorisation des Déchets Ménagers de lAude
56618,Communauté de Communes de la Montagne Noire,52670,Collecte et Valorisation des Déchets Ménagers de lAude
56798,Carcassonne Agglo,52670,Collecte et Valorisation des Déchets Ménagers de lAude
57117,Communauté de Communes Région Lézignanaise Corbières et Minervois,52670,Collecte et Valorisation des Déchets Ménagers de lAude
59537,Communauté de Communes du Limouxin,52670,Collecte et Valorisation des Déchets Ménagers de lAude
169,Communauté de Communes du Pays de Phalsbourg,53120,Petr du Pays de Sarrebourg
57635,Communauté de Communes Sarrebourg Moselle Sud,53120,Petr du Pays de Sarrebourg
57765,Communauté de Communes Pays Fort Sancerrois Val de Loire,53222,Smictrem de Léré, Sancerre, Vailly
1017,Communauté de Communes du Pays dEtain,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
55961,Communauté dAgglomération du Grand Verdun,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
5645,Communauté de Communes du Territoire de Fresnes-en-woevre,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
57478,Communauté de Communes Argonne-meuse,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
57637,Communauté de Communes des Portes de Meuse,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
57639,Communauté de Communes de lAire à lArgonne,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
57641,Communauté de Communes Val de Meuse - Voie Sacrée,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
57642,Communauté de Communes de Damvillers Spincourt,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
869,Communauté de Communes du Sammiellois,53640,Syndicat Mixte dÉtudes et de Traitement des Déchets Ménagers et Assimilés de Meuse
57616,Communauté dAgglomération Lamballe Terre et Mer,56006,Kerval Centre Armor
57313,Communauté de Communes de Petite-terre,56177,Syndicat Intercommunal dElimination et de Valorisation des Dechets de Mayotte 976
57978,Communauté dAgglomération de Dembeni / Mamoudzou,56177,Syndicat Intercommunal dElimination et de Valorisation des Dechets de Mayotte 976
57979,Communauté de Communes du Centre-ouest,56177,Syndicat Intercommunal dElimination et de Valorisation des Dechets de Mayotte 976
57980,Communauté de Communes du Nord de Mayotte,56177,Syndicat Intercommunal dElimination et de Valorisation des Dechets de Mayotte 976
57981,Communauté de Communes du Sud,56177,Syndicat Intercommunal dElimination et de Valorisation des Dechets de Mayotte 976
3830,Territoire de la Côte Ouest,56350,Syndicat Mixte de Traitement des Déchets de la Réunion Sud et Ouest
4270,Communauté dAgglomération du Sud - le Tampon,56350,Syndicat Mixte de Traitement des Déchets de la Réunion Sud et Ouest
5588,Communauté Intercommunale des Villes Solidaires,56350,Syndicat Mixte de Traitement des Déchets de la Réunion Sud et Ouest
57690,Communauté de Communes Territoire Nord Picardie,56383,Smirtom du Plateau Picard Nord
57693,Communauté de Communes Nièvre et Somme,56383,Smirtom du Plateau Picard Nord
1063,Communauté de Communes du Pays Bigouden Sud,56484,Syndicat Mixte dÉtude pour lÉlimination des Déchets Dans le Finistère
3934,Communauté Intercommunale du Nord de la Réunion,56620,Syndicat Intercommunal de Traitement des Déchets du Nord et de lEst de la Réunion
5778,Communauté Intercommunale Reunion Est,56620,Syndicat Intercommunal de Traitement des Déchets du Nord et de lEst de la Réunion
17722,T6 Plaine Commune,56922,Métropole du Grand Paris
34011,T3 Grand Paris Seine Ouest,56922,Métropole du Grand Paris
39424,T8 Est Ensemble,56922,Métropole du Grand Paris
56847,T4 Paris Ouest la Défense,56922,Métropole du Grand Paris
56927,T10 Paris Est Marne et Bois,56922,Métropole du Grand Paris
56929,T2 Vallée Sud-grand Paris,56922,Métropole du Grand Paris
56932,T11 Grand Paris Sud Est Avenir,56922,Métropole du Grand Paris
56933,T12 Grand Orly - Val de Bièvre - Seine Amont,56922,Métropole du Grand Paris
56934,T7 Paris Terres dEnvol,56922,Métropole du Grand Paris
56938,T9 Grand Paris Grand Est,56922,Métropole du Grand Paris
56877,Communauté de Communes des 2 Vallées,57057,Sirtom du Sud Francilien
1517,Communauté de Communes de lAire Cantilienne,57266,Syndicat Mixte du Département de lOise
1519,Communauté de Communes du Pays des Sources,57266,Syndicat Mixte du Département de lOise
15268,Communauté de Communes des Pays dOise et dHalatte,57266,Syndicat Mixte du Département de lOise
1787,Communauté de Communes des Lisières de lOise,57266,Syndicat Mixte du Département de lOise
1791,Communauté de Communes de la Plaine dEstrées,57266,Syndicat Mixte du Département de lOise
2007,Communauté de Communes du Plateau Picard,57266,Syndicat Mixte du Département de lOise
3853,Communauté de Communes du Pays de Bray,57266,Syndicat Mixte du Département de lOise
457,Communauté de Communes des Sablons,57266,Syndicat Mixte du Département de lOise
57265,Communauté de Communes de lOise Picarde,57266,Syndicat Mixte du Département de lOise
57672,Communauté dAgglomération de la Région de Compiègne et de la Basse Automne,57266,Syndicat Mixte du Département de lOise
57673,Communauté dAgglomération du Beauvaisis,57266,Syndicat Mixte du Département de lOise
57674,Communauté dAgglomération Creil Sud Oise,57266,Syndicat Mixte du Département de lOise
57675,Communauté de Communes Senlis Sud Oise,57266,Syndicat Mixte du Département de lOise
57676,Communauté de Communes Thelloise,57266,Syndicat Mixte du Département de lOise
6127,Communauté de Communes du Liancourtois - la Vallée Dorée,57266,Syndicat Mixte du Département de lOise
75,Communauté de Communes du Clermontois,57266,Syndicat Mixte du Département de lOise
872,Communauté de Communes du Pays de Valois,57266,Syndicat Mixte du Département de lOise
873,Communauté de Communes du Pays Noyonnais,57266,Syndicat Mixte du Département de lOise
147,Syndicat Intercommunal du Segreen pour le Traitement des Ordures,57551,Syndicat Mixte détudes pour lélimination des Déchets de la Zone Nord Ouest (sedno)
57552,Communauté de Communes Aubrac et Carladez,57554,Smictom Nord Aveyron
57553,Communauté de Communes Comtal Lot et Truyère,57554,Smictom Nord Aveyron
1930,Communauté de Communes du Pays Flechois,57606,Sm détude pour lélimination des Déchets du Secteur Sud de la Sarthe
3839,Saint-etienne Metropole,57711,Sydemer
493,Cc du Pilat Rhodanien,57711,Sydemer
57709,Communauté dAgglomération Loire Forez,57711,Sydemer
57712,Communauté de Communes Monts du Lyonnais,57711,Sydemer
2140,Sictom de Cerilly,61539,Allier Tri
57561,Communauté de Communes des Terres dApcher-margeride-aubrac,61763,Syndicat Mixte la Montagne
