Code SINOE EPCI adherant,Nom adherant,Code sinoe SYNDICAT,Nom syndicat
57611,Communauté de Communes du Barséquanais en Champagne,1210,Syndicat Intercommunal dElimination des Déchets Ménagers du Territoire dOrient
24,Communauté de Communes Loire et Allier,1217,Syctom de Saint Pierre le Moutier
57570,Communauté de Communes du Nivernais Bourbonnais,1217,Syctom de Saint Pierre le Moutier
57922,Communauté de Communes Sud Nivernais,1217,Syctom de Saint Pierre le Moutier
54146,Communauté de Communes des Hauts de Flandre,1221,Syndicat Mixte de Ramassage des Ordures Ménagères Flandre Nord (ex-sirom)
54151,Communauté de Communes de Flandre Intérieure,1221,Syndicat Mixte de Ramassage des Ordures Ménagères Flandre Nord (ex-sirom)
57738,Communauté de Communes du Pays de Saint-eloy,1226,Sictom des Combrailles
57739,Communauté de Communes Combrailles Sioule et Morge,1226,Sictom des Combrailles
57484,Communauté de Communes des Deux Vallées Vertes,1244,Sictom de Villersexel
9150,Communauté de Communes du Pays de Villersexel,1244,Sictom de Villersexel
2501,Communauté de Communes des Portes de lEntre Deux Mers,1261,Syndicat Mixte pour la Collecte et le Traitement des Ordures Menageres de lEntre-deux-mers Ouest
57917,Communauté dAgglomération du Libournais,1261,Syndicat Mixte pour la Collecte et le Traitement des Ordures Menageres de lEntre-deux-mers Ouest
57919,Communauté de Communes Rurales de lEntre-deux-mers,1261,Syndicat Mixte pour la Collecte et le Traitement des Ordures Menageres de lEntre-deux-mers Ouest
6037,Communauté de Communes des Coteaux Bordelais,1261,Syndicat Mixte pour la Collecte et le Traitement des Ordures Menageres de lEntre-deux-mers Ouest
6046,Communauté de Communes du Creonnais,1261,Syndicat Mixte pour la Collecte et le Traitement des Ordures Menageres de lEntre-deux-mers Ouest
6103,Communauté de Communes du Secteur de Saint-loubès,1261,Syndicat Mixte pour la Collecte et le Traitement des Ordures Menageres de lEntre-deux-mers Ouest
57728,Communauté de Communes les Balcons du Dauphiné,1272,Sictom de la Région de Morestel
11774,Cc du Massif du Vercors,1274,Sictom de la Bievre
24388,Cc Bievre Est,1274,Sictom de la Bievre
55636,Cc Bievre Isere,1274,Sictom de la Bievre
57730,Saint-marcellin Vercors Isère Communauté,1274,Sictom de la Bievre
59871,Communauté de Communes Entre Bièvre et Rhône,1274,Sictom de la Bievre
55413,Communauté de Communes de la Sologne des étangs,1277,Sieom du Groupement de Mer
56594,Communauté de Communes Beauce Val de Loire,1277,Sieom du Groupement de Mer
57808,Communauté de Communes des Terres du Val de Loire,1277,Sieom du Groupement de Mer
56171,Villedieu Intercom,1296,Syndicat Mixte du Point Fort
56185,Communauté de Communes de la Baie du Cotentin,1296,Syndicat Mixte du Point Fort
57845,Communauté dAgglomération Saint-lô Agglo,1296,Syndicat Mixte du Point Fort
57849,Communauté de Communes Côte Ouest Centre Manche,1296,Syndicat Mixte du Point Fort
57817,Communauté de Communes Cingal-suisse Normande,1307,Smictom de la Bruyère
56245,Communauté de Communes Dronne et Belle,1333,Smctom de Nontron
57886,Communauté de Communes du Périgord Nontronnais,1333,Smctom de Nontron
2571,Communauté de Communes du Kreiz Breizh,1338,Syndicat Intercantonal de Repurgation du Centre Ouest Bretagne
4236,Communauté de Communes de Haute Cornouaille,1338,Syndicat Intercantonal de Repurgation du Centre Ouest Bretagne
4237,Communauté de Communes du Poher,1338,Syndicat Intercantonal de Repurgation du Centre Ouest Bretagne
57828,Monts dArrée Communauté,1338,Syndicat Intercantonal de Repurgation du Centre Ouest Bretagne
57826,Communauté dAgglomération de Quimper Bretagne Occidentale,1340,Sidepaq
57829,Communauté de Communes Pleyben Châteaulin Porzay,1340,Sidepaq
57830,Communauté de Communes Presquîle de Crozon-aulne Maritime,1340,Sidepaq
105,Communauté de Communes du Pays de Ribeauvillé,1355,Siteuce Syndicat Intercommunal de Traitement des Déchets de Colmar et Environs
1632,Communauté de Communes de la Vallée de Munster,1355,Siteuce Syndicat Intercommunal de Traitement des Déchets de Colmar et Environs
17899,Communauté dAgglomération de Colmar,1355,Siteuce Syndicat Intercommunal de Traitement des Déchets de Colmar et Environs
1812,Communauté de Communes de la Vallée de Kaysersberg,1355,Siteuce Syndicat Intercommunal de Traitement des Déchets de Colmar et Environs
57654,Communauté de Communes Pays Rhin - Brisach,1355,Siteuce Syndicat Intercommunal de Traitement des Déchets de Colmar et Environs
56936,Communauté dAgglomération Val Parisis,1366,Tri Action
55492,Communauté de Communes du Bonnevalais,1373,Sictom de Châteaudun
30044,Communauté de Communes de la Vallée de la Doller et du Soultzbach,1395,Sictom de la Zone Sous Vosgienne
57490,Communauté de Communes des Vosges du Sud,1395,Sictom de la Zone Sous Vosgienne
9155,Communauté de Communes Rahin et Chérimont,1395,Sictom de la Zone Sous Vosgienne
2360,Communauté de Communes du Pays de France,1397,Sigidurs
56940,Communauté dAgglomération Roissy Pays de France,1397,Sigidurs
56085,Communauté de Communes Côteaux et Vallées des Luys,1430,Sietom de Chalosse
56091,Communauté de Communes du Pays Tarusate,1430,Sietom de Chalosse
57897,Communauté de Communes Pays dOrthe et Arrigans,1430,Sietom de Chalosse
57898,Communauté de Communes Terres de Chalosse,1430,Sietom de Chalosse
57899,Communauté de Communes Chalosse Tursan,1430,Sietom de Chalosse
1289,Communauté de Communes du Gévaudan,1436,Syndicat Départemental dEnergie et dEquipement de la Lozère
2246,Sictom des Hauts Plateaux,1436,Syndicat Départemental dEnergie et dEquipement de la Lozère
2642,Communauté de Communes Coeur de Lozère,1436,Syndicat Départemental dEnergie et dEquipement de la Lozère
57559,Communauté de Communes des Hautes Terres de lAubrac,1436,Syndicat Départemental dEnergie et dEquipement de la Lozère
61763,Syndicat Mixte la Montagne,1436,Syndicat Départemental dEnergie et dEquipement de la Lozère
57352,Communauté de Communes Haute Sarthe Alpes Mancelles,1451,Smirgeom du Nord Ouest de la Sarthe
57604,Communauté de Communes de la Champagne Conlinoise et du Pays de Sillé,1451,Smirgeom du Nord Ouest de la Sarthe
56854,Communauté de Communes les Portes Briardes Entre Villes et Forêts,1460,Sietom de la Region de Tournan-en-brie
57355,Communauté de Communes Brie des Rivières et Châteaux,1460,Sietom de la Region de Tournan-en-brie
56923,Communauté Urbaine Grand Paris Seine et Oise,1461,Sidru
56465,Communauté de Communes Haut Val de Sèvre,1464,Smc Haut Val de Sevre et Sud Gatine
57890,Communauté de Communes Val de Gâtine,1464,Smc Haut Val de Sevre et Sud Gatine
52138,Communauté de Communes Entre Dore et Allier,1524,Syndicat du Bois de lAumône
57732,Communauté de Communes Billom Communauté,1524,Syndicat du Bois de lAumône
57736,Communauté de Communes Plaine Limagne,1524,Syndicat du Bois de lAumône
57735,Communauté dAgglomération Riom Limagne et Volcans,1526,Sictom de Pontaumur-pontgibaud
1154,Communauté de Communes Roussillon Conflent,1534,Sydetom 66
1352,Communauté de Communes des Albères, de la Côte Vermeille et de lIllibéris,1534,Sydetom 66
1353,Communauté de Communes Agly Fenouillèdes,1534,Sydetom 66
17888,Communauté Urbaine Perpignan Méditerranée Métropole,1534,Sydetom 66
2425,Communauté de Communes Pyrénées Catalanes,1534,Sydetom 66
2428,Communauté de Communes des Aspres,1534,Sydetom 66
34112,Communauté de Communes du Vallespir,1534,Sydetom 66
56640,Communauté de Communes Conflent Canigó,1534,Sydetom 66
57793,Communauté de Communes Corbières Salanque Méditerranée,1534,Sydetom 66
669,Communauté de Communes du Haut Vallespir,1534,Sydetom 66
670,Communauté de Communes Sud Roussillon,1534,Sydetom 66
17669,Communauté dAgglomération du Grand Avignon,1536,Smictom Rhône Garrigues
57756,Communauté dAgglomération du Grand Auch Coeur de Gascogne,1541,Sictom Centre
2265,Communauté dAgglomération Hérault Mediterranée,1547,Sictom Pézenas Agde
35442,Communauté dAgglomération Béziers Méditerranée,1547,Sictom Pézenas Agde
56134,Communauté de Communes les Avant-monts du Centre Hérault,1547,Sictom Pézenas Agde
2575,Communauté de Communes Val de lIndre Brenne,1550,Sytom de la Région de Châteauroux
3985,Communauté dAgglomération Châteauroux Métropole,1550,Sytom de la Région de Châteauroux
57771,Communauté de Communes Eguzon - Argenton - Vallée de la Creuse,1550,Sytom de la Région de Châteauroux
11720,Communauté de Communes des Collines du Nord Dauphine,1555,Syndicat Mixte du Nord Dauphine
30639,Ca Porte de lIsere,1555,Syndicat Mixte du Nord Dauphine
3638,Communauté de Communes Est-lyonnais,1555,Syndicat Mixte du Nord Dauphine
41349,Communauté de Communes Haut-jura Saint-claude,1556,Sictom du Haut Jura
41350,Communauté de Communes de la Station des Rousses Haut-jura,1556,Sictom du Haut Jura
41352,Communauté de Communes Jura Sud,1556,Sictom du Haut Jura
41353,Communauté de Communes du Haut-jura (arcade),1556,Sictom du Haut Jura
55571,Communauté de Communes la Grandvallière,1556,Sictom du Haut Jura
11761,Communauté de Communes des Monts du Pilat,1560,Sictom Velay Pilat
56150,Communauté de Communes Loire Semène,1560,Sictom Velay Pilat
56141,Communauté de Communes de la Plaine du Nord Loiret,1565,Sitomap de Pithiviers
56144,Communauté de Communes du Gâtinais Val de Loing,1565,Sitomap de Pithiviers
57803,Communauté de Communes du Pithiverais,1565,Sitomap de Pithiviers
57810,Communauté de Communes du Pithiverais-gâtinais,1565,Sitomap de Pithiviers
56534,Communauté de Communes Baugeois Vallée,1572,Smictom de la Vallée de lAuthion
57877,Communauté de Communes Marche et Combraille en Aquitaine,1608,Sivom d Auzances Bellegarde
56221,Communauté de Communes Sarlat - Périgord Noir,1610,Sictom du Perigord Noir
56224,Communauté de Communes du Pays de Fénelon,1610,Sictom du Perigord Noir
56227,Communauté de Communes de Domme - Villefranche du Périgord,1610,Sictom du Perigord Noir
56231,Communauté de Communes Vallée de la Dordogne et Forêt Bessède,1610,Sictom du Perigord Noir
56233,Communauté de Communes de la Vallée de lHomme,1610,Sictom du Perigord Noir
56533,Communauté de Communes Porte de Drômardèche,1614,Sirctom de Saint Vallier
57366,Communauté dAgglomeration Arche Agglo,1614,Sirctom de Saint Vallier
55760,Communauté de Communes du Perche,1617,Sictom de Nogent le Rotrou
57769,Communauté de Communes du Grand Châteaudun,1617,Sictom de Nogent le Rotrou
57055,Communauté de Communes de la Vallée de Villé,1631,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères dAlsace Centrale
57060,Communauté de Communes Barr-bernstein,1631,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères dAlsace Centrale
57063,Communauté de Communes du Ried de Marckolsheim,1631,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères dAlsace Centrale
57065,Communauté de Communes de Sélestat,1631,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères dAlsace Centrale
57071,Communauté de Communes du Val dArgent,1631,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères dAlsace Centrale
57646,Communauté de Communes du Canton dErstein,1631,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères dAlsace Centrale
1650,Communauté de Communes de la Champagne Picarde,1648,Sirtom du Laonnois
56377,Communauté dAgglomération du Pays de Laon,1648,Sirtom du Laonnois
56379,Communauté de Communes du Chemin des Dames,1648,Sirtom du Laonnois
57670,Communauté de Communes Picardie des Châteaux,1648,Sirtom du Laonnois
56123,Communauté de Communes du Pays de Lapalisse,1653,Sictom Sud Allier
57742,Communauté dAgglomération Vichy Communauté,1653,Sictom Sud Allier
1097,Communauté de Communes du Pays des Ecrins,1655,Syndicat de Traitement des Ordures Ménagères du Guillestrois et de lArgentièrois
58015,Communauté de Communes Guillestrois-queyras,1655,Syndicat de Traitement des Ordures Ménagères du Guillestrois et de lArgentièrois
17714,Communauté dAgglomération Sophia Antipolis,1656,Syndicat Mixte de Valorisation des Déchets Ménagers Univalom
57814,Communauté dAgglomération Lisieux Normandie,1686,Sicdom Livarot Orbec Vimoutiers
57868,Communauté de Communes des Vallées dAuge et du Merlerault,1686,Sicdom Livarot Orbec Vimoutiers
41354,Communauté de Communes Petite Montagne,1697,Sictom de la Zone de Lons le Saunier
41437,Communauté de Communes de la Région dOrgelet,1697,Sictom de la Zone de Lons le Saunier
57499,Communauté de Communes Bresse Haute Seille,1697,Sictom de la Zone de Lons le Saunier
57500,Communauté de Communes Porte du Jura,1697,Sictom de la Zone de Lons le Saunier
57501,Espace Communautaire Lons Agglomération,1697,Sictom de la Zone de Lons le Saunier
56753,Communauté de Communes Auzon Communauté,1700,Sictom Issoire-brioude
56757,Communauté de Communes Brioude Sud Auvergne,1700,Sictom Issoire-brioude
2257,Communauté de Communes des Sucs,1701,Sictom Emblavez Meygal
57600,Communauté de Communes Loir-lucé-bercé,1729,Syndicat Mixte du Val de Loir
57605,Communauté de Communes Sud Sarthe,1729,Syndicat Mixte du Val de Loir
18339,Ca de Melun Val de Seine,1740,Smitom Centre Ouest Seine et Marnais
57362,Communauté dAgglomération du Pays de Fontainebleau,1740,Smitom Centre Ouest Seine et Marnais
56316,Communauté dAgglomération du Pays de Dreux,1742,Sitreva
57768,Communauté de Communes des Portes Euréliennes D Ile de France,1742,Sitreva
328,Communauté de Communes Ventoux Sud,1753,Sirtom de la Région dApt
56506,Communauté de Communes Pays dApt Luberon,1753,Sirtom de la Région dApt
56931,T5 Boucle Nord de Seine,1763,Syndicat Azur
56937,Communauté dAgglomération Saint Germain Boucles de Seine,1763,Syndicat Azur
1502,Communauté dAgglomération de Longwy,1770,Syndicat Mixte de Traitement des Om de la Région de Villerupt
17776,Communauté de Communes Pays Haut Val dAlzette,1770,Syndicat Mixte de Traitement des Om de la Région de Villerupt
437,Syndicat pour la Collecte et lÉlimination des Déchets des Ménagers Dans le Secteur de Piennes,1770,Syndicat Mixte de Traitement des Om de la Région de Villerupt
53137,Communauté de Communes Terre Lorraine du Longuyonnais,1770,Syndicat Mixte de Traitement des Om de la Région de Villerupt
57781,Communauté dAgglomération Tarbes-lourdes-pyrénées,1807,Syndicat Mixte de lAgglomération Tarbaise
57782,Communauté de Communes des Coteaux du Val dArros,1807,Syndicat Mixte de lAgglomération Tarbaise
666,Communauté de Communes de la Haute-bigorre,1807,Syndicat Mixte de lAgglomération Tarbaise
57044,Communauté de Communes Astarac Arros En Gascogne,1820,Smcd du Secteur Sud
57045,Communauté de Communes Bastides et Vallons du Gers,1820,Smcd du Secteur Sud
57046,Communauté de Communes Coeur dAstarac En Gascogne,1820,Smcd du Secteur Sud
57047,Communauté de Communes dArtagnan En Fézensac,1820,Smcd du Secteur Sud
57048,Communauté de Communes du Val de Gers,1820,Smcd du Secteur Sud
17915,Communauté de Communes des Crêtes Préardennaises,1862,Syndicat Mixte Intercommunal de Collecte des Ordures Menageres de lArrondissement de Rethel
1118,Sidom de Creully,1874,Seroc
57821,Communauté de Communes Intercom de la Vire au Noireau,1874,Seroc
57824,Communauté de Communes Pré-bocage Intercom,1874,Seroc
57351,Communauté de Communes Creuse Sud Ouest,1892,Sictom de la Region de Chenerailles
18697,Communauté dAgglomération de lEtampois Sud-essonne,1898,Sictom de la Région dAuneau
33898,Cc le Gresivaudan,1905,Syndicat Intercommunal du Bréda et de la Combe de Savoie
57557,Communauté de Communes Aubrac Lot Causses Tarn,1909,Si Aubrac Colagne
57718,Communauté dAgglomération Moulins Communauté,1947,Sictom Nord Allier
57743,Communauté de Communes Saint-pourçain Sioule Limagne,1947,Sictom Nord Allier
57744,Communauté de Communes Entrallier Besbre et Loire,1947,Sictom Nord Allier
57745,Communauté de Communes du Bocage Bourbonnais,1947,Sictom Nord Allier
57070,Communauté de Communes de lOutre-forêt,1981,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om Nord Alsace
57074,Communauté de Communes de la Plaine du Rhin,1981,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om Nord Alsace
57081,Communauté de Communes Sauer-pechelbronn,1981,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om Nord Alsace
57082,Communauté de Communes du Pays de Wissembourg,1981,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om Nord Alsace
57094,Communauté de Communes du Pays de Niederbronn-les-bains,1981,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om Nord Alsace
56004,Communauté de Communes Castelnaudary Lauragais Audois,1990,Smictom de lOuest Audois
56616,Communauté de Communes Piège-Lauragais-Malepère,1990,Smictom de lOuest Audois
56341,Communauté de Communes de la Vallée de la Haute-sarthe,2009,Smrtom de la Région du Merlerault
57906,Communauté de Communes des Luys en Béarn,2018,Siectom Coteaux Bearn Adour
57908,Communauté de Communes du Nord Est Béarn,2018,Siectom Coteaux Bearn Adour
56614,Communauté de Communes Pyrénées-cerdagne,2020,Smrom de Font-romeu-egat-targassonne
57644,Communauté de Communes Cc de Hanau-la Petite Pierre,2021,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères de la région de saverne
57647,Communauté de Communes de Saverne-marmoutier-sommerau,2021,Syndicat Mixte Intercommunal de Collecte et Traitement des Ordures Ménagères de la région de saverne
55921,Communauté de Communes du Pays de lHuisne Sarthoise,2032,Syvalorm Loir et Sarthe
56852,Communauté de Communes des Collines du Perche,2032,Syvalorm Loir et Sarthe
57602,Communauté de Communes le Gesnois Bilurien,2032,Syvalorm Loir et Sarthe
57603,Communauté de Communes des Vallées de la Braye et de lAnille,2032,Syvalorm Loir et Sarthe
56401,Communauté de Communes de la Bassée Montois,2041,Sirmotom de Montereau
56788,Communauté de Communes du Pays de Montereau,2041,Sirmotom de Montereau
56874,Communauté de Communes Brie Nangissienne,2041,Sirmotom de Montereau
57205,Communauté de Communes du Pays Houdanais,2044,Sieed
57359,Communauté dAgglomération Rambouillet Territoires,2044,Sieed
53620,Communauté de Communes des Hauts du Val de Saône,2081,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om du Sud Haut-marne
55951,Communauté de Communes Auberive Vingeanne Montsaugeonnais,2081,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om du Sud Haut-marne
57624,Communauté de Communes des Savoir-faire,2081,Syndicat Mixte Intercommunal pour la Collecte et le Traitement des Om du Sud Haut-marne
57442,Communauté de Communes Orne Lorraine Confluences,2084,Syndicat de Collecte et de Traitement du Secteur de Briey - Vallée de lOrne - Jarnisy
57627,Communauté de Communes Coeur du Pays-haut,2084,Syndicat de Collecte et de Traitement du Secteur de Briey - Vallée de lOrne - Jarnisy
1624,Communauté de Communes du Pays Viganais,2108,Syndicat Mixte de Traitement des Ordures Ménagères et Assimilés
1823,Communauté de Communes des Cevennes Gangeoises et Suménoises,2108,Syndicat Mixte de Traitement des Ordures Ménagères et Assimilés
53700,Communauté de Communes Causses Aigoual Cévennes Terres Solidaires,2108,Syndicat Mixte de Traitement des Ordures Ménagères et Assimilés
57920,Communauté de Communes Médoc Coeur de Presquile,2114,Syndicat Medocain Intercom pour la Collecte et le Traitement des Ordures Menageres en Medoc
57921,Communauté de Communes Médoc Atlantique,2114,Syndicat Medocain Intercom pour la Collecte et le Traitement des Ordures Menageres en Medoc
1828,Communauté de Communes du Pays de Chateaugiron,2119,Smictom du Sud-Est de lIlle et Vilaine
1829,Communauté de Communes au Pays de la Roche Aux Fées,2119,Smictom du Sud-Est de lIlle et Vilaine
2120,Communauté dAgglomération Vitré Communauté,2119,Smictom du Sud-Est de lIlle et Vilaine
17891,Communauté de Communes du Castelrenaudais,2124,Smictom dAmboise
20061,Communauté de Communes Bléré Val de Cher,2124,Smictom dAmboise
3834,Communauté de Communes du Val dAmboise,2124,Smictom dAmboise
2570,Communauté de Communes du Val de Guiers,2129,Sictom du Guiers
57729,Communauté de Communes les Vals du Dauphiné,2129,Sictom du Guiers
21147,Communauté de Communes du Val dAmour,2135,Sictom de la Region de Champagnole
57496,Communauté de Communes Champagnole Nozeroy Jura,2135,Sictom de la Region de Champagnole
57497,Communauté de Communes Arbois, Poligny, Salins, Coeur du Jura,2135,Sictom de la Region de Champagnole
56117,Communauté de Communes du Val de Cher,2140,Sictom de Cerilly
17929,Communauté de Communes du Pays de Salers,2163,Sietom Mauriac-pleaux-salers-st Cernin
17930,Communauté de Communes du Pays de Mauriac,2163,Sietom Mauriac-pleaux-salers-st Cernin
2205,Cc Coeur dOstrevent,2204,Siaved
4220,Communauté dAgglomération de la Porte du Hainaut,2204,Siaved
53985,Communauté dAglomération Caudrésis Catésis,2204,Siaved
1014,Communauté de Communes Vitry, Champagne et Der,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
1913,Communauté de Communes de la Grande Vallée de la Marne,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
30528,Communauté de Communes du Sud Marnais,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
57207,Communauté dAgglomération Epernay Agglo Champagne,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
57435,Communauté Urbaine du Grand Reims,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
57618,Communauté de Communes de Sézanne-sud Ouest Marnais,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
57619,Communauté de Communes des Paysages de la Champagne,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
73,Communauté de Communes de la Brie Champenoise,2223,Syndicat de Valorisation des Ordures Ménagères de la Marne
57547,Communauté de Communes Loire Layon Aubance,2237,Syctom du Loire Beconnais et Ses Environs
57556,Communauté de Communes Randon-margeride,2246,Sictom des Hauts Plateaux
57796,Communauté de Communes Mont Lozère,2246,Sictom des Hauts Plateaux
57797,Communauté de Communes du Haut Allier,2246,Sictom des Hauts Plateaux
863,Communauté de Communes du Pays de Cayres et Pradelles,2246,Sictom des Hauts Plateaux
36568,Communauté dAgglomération du Grand Cahors,2248,Syded du Lot
561,Communauté de Communes de la Vallée du Lot et du Vignoble,2248,Syded du Lot
56387,Communauté de Communes du Grand Figeac,2248,Syded du Lot
56619,Communauté de Communes Causses et Vallée de la Dordogne,2248,Syded du Lot
52094,Communauté de Communes de Brocéliande,2262,Smictom du Centre-ouest de lIlle et Vilaine
56126,Communauté de Communes Montfort Communauté,2262,Smictom du Centre-ouest de lIlle et Vilaine
56127,Communauté de Communes de Saint-Méen Montauban,2262,Smictom du Centre-ouest de lIlle et Vilaine
57230,Ploërmel Communauté,2262,Smictom du Centre-ouest de lIlle et Vilaine
57596,Communauté dAgglomération de Dinan,2262,Smictom du Centre-ouest de lIlle et Vilaine
57615,Communauté de Communes Loudéac Communauté - Bretagne Centre,2262,Smictom du Centre-ouest de lIlle et Vilaine
36527,Communauté de Communes du Lodèvois et Larzac,2275,Syndicat Centre Hérault
6055,Communauté de Communes de la Vallée de lHérault,2275,Syndicat Centre Hérault
6056,Communauté de Communes du Clermontais,2275,Syndicat Centre Hérault
1538,Communauté de Communes du Frontonnais,2278,Decoset
31994,Toulouse Métropole,2278,Decoset
3646,Communauté dAgglomération du Sicoval,2278,Decoset
476,Communauté de Communes Val Aïgo,2278,Decoset
56098,Communauté de Communes des Côteaux du Girou,2278,Decoset
57758,Communauté de Communes Hauts Tolosans,2278,Decoset
57759,Communauté de Communes des Côteaux Bellevue,2278,Decoset
8265,Communauté de Communes de la Save au Touch,2278,Decoset
275,Communauté de Communes du Plateau de Frasne et du Val du Drugeon,2310,Smcom - Syndicat Mixte de Collecte des Ordures Ménagères du Haut-doubs
276,Communauté de Communes Altitude 800,2310,Smcom - Syndicat Mixte de Collecte des Ordures Ménagères du Haut-doubs
763,Communauté de Communes du Canton de Montbenoit,2310,Smcom - Syndicat Mixte de Collecte des Ordures Ménagères du Haut-doubs
56925,Communauté dAgglomération Plaine Vallée,2359,Syndicat Emeraude
21047,Communauté de Communes du Sud Territoire,2368,Sertrid - Syndicat dÉtude et de Réalisation pour le Traitement Intercommunal des Déchets
57491,Grand Belfort Communauté dAgglomération,2368,Sertrid - Syndicat dÉtude et de Réalisation pour le Traitement Intercommunal des Déchets
1477,Communauté de Communes des Deux Rives,2379,Smeeom de la Moyenne Garonne
1639,Communauté de Communes de la Lomagne Tarn-Et-Garonnaise,2379,Smeeom de la Moyenne Garonne
56026,Communauté de Communes du Pays de Serres en Quercy,2379,Smeeom de la Moyenne Garonne
22620,Communauté dAgglomération Beaune Côte et Sud,2422,Sirtom de la Région de Chagny
57579,Communauté de Communes Saône Doubs Bresse,2422,Sirtom de la Région de Chagny
55946,Communauté de Communes des 3 Fôrets,2647,Syndicat Départemental dEnergie et des Déchets de Haute-marne
57621,Communauté dAgglomération de Chaumont du Bassin Nogentais et du Bassin de Bologne Vignory Froncl,2647,Syndicat Départemental dEnergie et des Déchets de Haute-marne
57623,Communauté de Communes Meuse Rognon,2647,Syndicat Départemental dEnergie et des Déchets de Haute-marne
57625,Communauté de Communes du Grand Langres,2647,Syndicat Départemental dEnergie et des Déchets de Haute-marne
3643,Communauté dAgglomération de Blois,2688,Syndicat Mixte de Collecte et de Traitement des Déchets du Blaisois
55409,Communauté de Communes du Grand Chambord,2688,Syndicat Mixte de Collecte et de Traitement des Déchets du Blaisois
1614,Sirctom de Saint Vallier,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
186,Val de Drôme en Biovallée,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
1897,Cc du Diois,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
357,Cc du Val dAy,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
36447,Cc Rhone Crussol,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
55637,Communauté de Communes du Crestois et du Pays de Saillans - Coeur de Drôme,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
57699,Communauté dAgglomération Privas Centre Ardèche,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
57700,Communauté dAgglomération Annonay Rhône Agglo,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
57706,Communauté dAgglomération Valence Romans Agglo,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
57707,Communauté de Communes du Royans-vercors,2732,Syndicat Traitement des Déchets Ardèche Drôme Sytrad
1375,Communauté dAgglomération du Pays de Morlaix,3067,Sotraval
189,Communauté Lesneven Côte des Légendes,3067,Sotraval
1900,Communauté de Communes du Pays de Landerneau-daoulas,3067,Sotraval
1901,Communauté de Communes du Pays des Abers,3067,Sotraval
2296,Communauté de Communes du Pays de Landivisiau,3067,Sotraval
318,Communauté de Communes du Pays dIroise,3067,Sotraval
466,Brest Métropole,3067,Sotraval
57827,Communauté de Communes Haut-léon Communauté,3067,Sotraval
11376,Communauté de Communes Thoré Montagne Noire,3645,Trifyl
197,Syndicat Intercommunal pour les Ordures Ménagères de Revel,3645,Trifyl
2560,Communauté dAgglomération Castres-mazamet,3645,Trifyl
56013,Communauté de Communes Centre Tarn,3645,Trifyl
56014,Communauté de Communes du Lautrécois Pays dAgout,3645,Trifyl
56015,Communauté de Communes des Monts dAlban et du Villefranchois,3645,Trifyl
56016,Communauté de Communes du Cordais et du Causse,3645,Trifyl
56031,Communauté de Communes de Carmausin Ségala,3645,Trifyl
57789,Communauté de Communes des Monts de Lacaune et de la Montagne du Haut Languedoc,3645,Trifyl
57790,Communauté de Communes Sidobre Vals et Plateaux,3645,Trifyl
57791,Gaillac Graulhet Agglo,3645,Trifyl
57795,Communauté de Communes du Minervois au Caroux,3645,Trifyl
909,Communauté de Communes du Sor et de lAgoût,3645,Trifyl
910,Sictom du Secteur de Valence Valderies,3645,Trifyl
2320,Grand Besançon Métropole,3837,Sybert Syndicat Mixte de Besancon et de Sa Region pour le Traitement des Dechets
53662,Communauté de Communes du Val Marnaysien,3837,Sybert Syndicat Mixte de Besancon et de Sa Region pour le Traitement des Dechets
57482,Communauté de Communes Loue Lison,3837,Sybert Syndicat Mixte de Besancon et de Sa Region pour le Traitement des Dechets
1882,Cc du Canton de Gemozac et de la Saintonge Viticole,3874,Syndicat Mixte Cyclad
